"","dbn","school_name","num.of.sat.test.takers","avg_sat_score","ap.test.takers","total.exams.taken","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total.cohort","grads_percent","dropout_percent","boro","lat","long","d75","saf_p_11","com_p_11","eng_p_11","aca_p_11","saf_t_11","com_t_11","eng_t_11","aca_t_11","saf_s_11","com_s_11","eng_s_11","aca_s_11","saf_tot_11","com_tot_11","eng_tot_11","aca_tot_11"
"223","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,1129,2.5,NA,NA,NA,21,80.3,270,14.4,17.8,22,4.1,35.9,54.1,5.6,56.7,43.3,116,50.9,16.4,NA,NA,NA,0,7.7,7.6,7.3,7.6,7.1,6.2,5.2,6.4,5.9,5.8,6.2,7.1,6.9,6.5,6.2,7
"224","11X542","PELHAM PREPARATORY ACADEMY",76,1288,46,57,1.23913043478261,29.8245614035088,27,61,507,2.2,14.2,29,2.4,40.2,49.7,6.9,48.1,51.9,111,89.2,3.6,"Bronx",40.8596983160004,-73.8607414039997,0,8.7,8.3,8.2,8.6,7.2,8.1,7.5,8.2,6.4,5.6,6.4,7.6,7.4,7.4,7.4,8.1
"225","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,1126,2.5,NA,NA,NA,26,71.9,479,10.2,21.3,34,1,37.2,59.9,1,55.3,44.7,118,60.2,2.5,"Bronx",40.8757542110004,-73.8613878339996,0,8.7,7.7,7.8,7.8,7.5,7.5,7.8,8.1,6.7,5.6,6.5,7,7.6,6.9,7.4,7.6
"226","11X545","BRONX AEROSPACE HIGH SCHOOL",46,1163,2.5,NA,NA,NA,21,45.6,416,14.7,25.7,45,2.2,23.8,72.6,1.2,82.5,17.5,70,88.6,4.3,"Bronx",40.8757542110004,-73.8613878339996,0,7.6,7.1,6.9,7.3,6.3,6,6.4,6.7,5.6,5.5,5.5,6.4,6.5,6.2,6.3,6.8
"227","12X245","NEW DAY ACADEMY",25,1046,2.5,NA,NA,NA,20,87,191,11,23,19,1,45.5,53.4,0,48.2,51.8,72,27.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","12X248","METROPOLITAN HIGH SCHOOL, THE",49,1055,25,25,1,NA,23,86.6,339,21.8,20.9,16,1.8,24.2,72.9,0.9,54,46,104,71.2,12.5,"Bronx",40.8252260600004,-73.8939498889997,0,8.9,8.5,7.9,8.6,7.4,6.9,6.5,7.4,6.8,6,6.6,7.1,7.7,7.1,7,7.7
"229","12X251","EXPLORATIONS ACADEMY",57,1122,2.5,NA,NA,NA,21,76.4,362,19.9,21.3,19,1.7,31.2,65.5,1.4,50.8,49.2,69,72.5,17.4,"Bronx",40.8359373280004,-73.8904676929997,0,8.3,8,7.8,8.1,6.5,5.7,6.2,7.3,6.9,6.5,7.1,7.7,7.2,6.7,7,7.7
"230","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,1074,2.5,NA,NA,NA,26,61.9,260,10,28.1,29,1.2,39.2,57.7,0.8,24.6,75.4,113,45.1,18.6,NA,NA,NA,0,8.5,7.7,7.6,7.4,5.9,4.5,5,5.8,6,5.6,6.4,7,6.8,5.9,6.3,6.7
"231","12X267","BRONX LATIN",36,1251,2.5,NA,NA,NA,22,79.3,418,13.6,21.5,34,0.2,25.6,73.2,1,49.8,50.2,2,NA,NA,"Bronx",40.8277639790004,-73.9003868129997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,1102,32,37,1.15625,NA,27,86.2,619,11.6,24.1,40,1.9,29.4,68.3,0.2,53,47,74,67.6,12.2,"Bronx",40.8369534260004,-73.8879617579997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","12X278","PEACE AND DIVERSITY ACADEMY",34,1155,8,8,1,NA,21,78.8,231,13.9,17.3,12,1.7,43.7,53.7,0.9,45,55,96,49,15.6,"Bronx",40.8252260600004,-73.8939498889997,0,9.1,8.5,8.4,8.7,6.5,5.3,6.5,7,8.6,8.6,8.3,9.1,8.1,7.4,7.7,8.2
"234","12X388","PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",30,970,2.5,NA,NA,NA,15,100,406,92.9,0.2,1,0,0,99.8,0,51.5,48.5,NA,NA,NA,"Bronx",40.8313664900004,-73.8788232769996,0,8.5,8.1,7.8,7.8,6.7,5.2,6.4,6.9,6.8,7.1,7.6,8,7.3,6.8,7.3,7.6
"235","12X428","LEARNING TO WORK YABC AT MONROE ACADEMY",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","12X446","ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX",14,1101,2.5,NA,NA,NA,NA,62.1,228,4.8,9.2,0,0.4,41.2,57,0,33.3,66.7,NA,NA,NA,NA,NA,NA,0,8.9,8.4,8.5,8.6,7.4,5.5,7,7,6.8,6,6.4,7,7.7,6.6,7.3,7.5
"237","12X478","THE CINEMA SCHOOL",NA,NA,2.5,NA,NA,NA,23,75.9,223,4,4,0,4.5,28.7,65,1.8,40.8,59.2,NA,NA,NA,"Bronx",40.8313645320005,-73.8783446749997,0,9,8.6,8.3,8.8,9,8.6,9.2,9.3,7.5,7.1,7.5,8.1,8.5,8.1,8.3,8.7
"238","12X479","BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL",NA,NA,2.5,NA,NA,NA,22,72.2,244,16.8,27.5,24,2.5,37.3,59.8,0.4,44.3,55.7,NA,NA,NA,"Bronx",40.8277639790004,-73.9003868129997,0,8.4,7.6,7.3,7.6,6.5,6.4,6.7,7.6,6.5,5.9,6.4,7.4,7.1,6.6,6.8,7.6
"239","12X480","BRONX REGIONAL HIGH SCHOOL",16,1181,2.5,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,26.2,6.5,NA,NA,NA,0,9,8.1,8,8.5,8.3,8,8.4,8.9,7.2,6,6.9,7.7,8.2,7.4,7.8,8.4
"240","12X550","HIGH SCHOOL OF WORLD CULTURES",42,939,2.5,NA,NA,NA,23,90.6,369,86.4,0.5,0,2.4,10.8,84.6,0.5,52,48,52,69.2,1.9,"Bronx",40.8313664900004,-73.8788232769996,0,9.1,7.5,7.6,7.7,7.5,6.4,7.3,7.3,7.8,6.2,7.5,7.8,8.1,6.7,7.5,7.6
"241","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,1029,2.5,NA,NA,NA,22,81.1,477,11.5,26.2,41,0.2,30.6,68.8,0.2,54.1,45.9,119,60.5,7.6,"Bronx",40.8308071540004,-73.8860213159996,0,9.8,9.2,9.4,9.5,8.5,8.3,8.8,8.9,6.6,5.9,6.6,7.3,8.3,7.8,8.3,8.6
"242","12X684","WINGS ACADEMY",66,1114,20,27,1.35,NA,25,66.4,538,4.5,22.3,57,1.3,55,42.2,1.3,53.7,46.3,116,66.4,10.3,"Bronx",40.8418052210004,-73.8754177129996,0,7.8,7.3,7.2,7.5,6.2,6.5,6.9,7.5,5.9,5.3,6,6.9,6.7,6.4,6.7,7.3
"243","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,1138,7,7,1,NA,23,80.8,249,14.9,18.5,22,2.4,26.9,69.1,0.4,60.6,39.4,137,47.4,26.3,NA,NA,NA,0,6.4,6.7,6.4,6.9,5.9,4.5,4.5,6,5.5,5.3,5.5,6.2,5.9,5.5,5.5,6.4
"244","12X692","MONROE ACADEMY FOR VISUAL ARTS & DESIGN",43,1038,2.5,NA,NA,NA,22,87.3,466,28.8,20.8,43,0.9,20.4,77.5,1.3,52.6,47.4,112,47.3,11.6,"Bronx",40.8313664900004,-73.8788232769996,0,8.5,7.4,7.2,7.7,7.2,6.6,7.2,7.9,6.7,5.4,6.3,7.2,7.4,6.5,6.9,7.6
"245","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",29,1074,17,22,1.29411764705882,NA,21,71.1,443,4.3,20.3,42,0.5,72,24.6,1.8,37,63,81,81.5,3.7,"Brooklyn",40.6963437730004,-73.9757711019997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","13K336","ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT",9,1231,2.5,NA,NA,NA,21,59.1,225,3.1,21.3,11,2.7,88.9,7.1,0.4,99.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","13K350","URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART",52,1080,2.5,NA,NA,NA,22,74.1,431,4.6,22.5,39,1.9,73.3,22.7,0.9,42.7,57.3,96,71.9,7.3,"Brooklyn",40.6971747270004,-73.9849596889997,0,7.6,7.1,6.9,7,6.6,6.4,6.6,7.1,6.5,6.1,6.4,7.3,6.9,6.5,6.6,7.1
"248","13K412","BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,1114,21,21,1,NA,25,68.9,462,2.4,18,10,0.6,79.2,17.1,1.3,45.5,54.5,78,50,2.6,"Brooklyn",40.6925822560004,-73.9588731169997,0,8.2,7.5,7.3,7.7,6.7,6.7,6.9,7.8,6.1,6.6,6.6,7.5,7,6.9,7,7.6
"249","13K419","SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,1211,52,59,1.13461538461538,NA,27,60.7,517,7,13.7,21,7.2,77.8,12.2,2.1,56.1,43.9,231,59.3,7.4,"Brooklyn",40.6971747270004,-73.9849596889997,0,9.8,9.6,9.7,9.6,7,7.3,7.4,7.7,6,6.4,6.6,7.2,7.6,7.8,7.9,8.2
"250","13K430","BROOKLYN TECHNICAL HIGH SCHOOL",1277,1833,2117,3692,1.74397732640529,72.7789815817985,32,50.7,5332,0.1,0.5,0,60.3,10.2,7.9,21.3,58.3,41.7,1097,91.4,0.2,"Brooklyn",40.6881074230005,-73.9767450719996,0,7.9,6.9,7.3,7.4,7.8,6.3,7,7.5,7,5.9,6.7,7.6,7.5,6.4,7,7.5
"251","13K439","BROOKLYN INTERNATIONAL HIGH SCHOOL",90,981,2.5,NA,NA,NA,20,80,367,83.1,0,NA,42.5,20.2,28.6,8.7,48.2,51.8,115,81.7,4.3,"Brooklyn",40.6971747270004,-73.9849596889997,0,8.7,8.1,8,8.2,8.6,7.5,8.5,9,7.9,7.2,7.8,8,8.4,7.6,8.1,8.4
"252","13K483","THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",105,1206,31,57,1.83870967741935,42.1052631578947,22,60.5,450,0.9,13.3,8,0.9,79.1,17.1,1.1,39.6,60.4,109,84.4,1.8,"Brooklyn",40.6946201190004,-73.9886239449996,0,8.7,8.1,8,8.5,7.3,6.9,7.4,8,6.8,6.3,6.6,7.8,7.6,7.1,7.3,8.1
"253","13K499","ACORN COMMUNITY HIGH SCHOOL",72,1116,64,95,1.484375,NA,27,81,731,2.9,18.6,52,1.2,84.7,12.2,0.8,55.8,44.2,169,73.4,8.3,"Brooklyn",40.6785089140005,-73.9620673059997,0,7.6,7.3,7.1,7.3,6,6.9,6.8,7.4,6,5.3,6.1,6.7,6.5,6.5,6.7,7.1
"254","13K509","FREEDOM ACADEMY HIGH SCHOOL",29,1193,74,89,1.2027027027027,NA,23,68,218,1.8,14.2,7,1.4,82.1,15.1,0.9,43.6,56.4,58,62.1,5.2,NA,NA,NA,0,7.3,7.1,6.8,7,6.4,6.1,6.5,6.9,5.9,5.8,5.9,7,6.5,6.3,6.4,7
"255","13K527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN",NA,NA,2.5,NA,NA,NA,25,62.2,469,1.5,13.2,4,5.1,79.3,11.7,2.6,0,100,NA,NA,NA,"Brooklyn",40.6946201190004,-73.9886239449996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","13K553","BROOKLYN ACADEMY HIGH SCHOOL",8,1197,2.5,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,16.4,20,NA,NA,NA,0,9.4,8.8,8.5,9.3,8.2,6.4,6.9,7.8,8,6.5,7.2,7.8,8.5,7.2,7.5,8.3
"257","13K575","BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL",13,1183,2.5,NA,NA,NA,18,74.6,152,0.7,0,NA,0,83.6,12.5,2,35.5,64.5,52,28.8,3.8,NA,NA,NA,0,9.3,8.7,8.3,8.6,7.4,6.2,6.8,7.8,8,7.6,8,8.1,8.2,7.5,7.7,8.2
"258","13K595","BEDFORD ACADEMY HIGH SCHOOL",89,1312,43,57,1.32558139534884,28.0701754385965,22,46.7,367,1.1,4.1,1,2.7,89.4,7.1,0.3,49,51,76,92.1,3.9,"Brooklyn",40.6853812690004,-73.9542675999996,0,9.3,8.2,8.1,8.3,7.6,7.9,7.3,7.9,6.6,6,6.7,7.7,7.8,7.4,7.4,8
"259","13K605","GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",85,1189,35,35,1,NA,27,65,927,1.9,14.1,60,2.8,79.8,15.3,1.3,75.5,24.5,246,52,11,"Brooklyn",40.6949444070004,-73.9860353239997,0,7.9,7.3,7.2,7.2,6.5,6.4,7,7.1,5.5,5.4,5.8,6.8,6.6,6.4,6.7,7
"260","13K616","BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE",NA,NA,2.5,NA,NA,NA,18,63.9,212,2.4,7.5,2,0.5,68.4,28.3,1.4,49.5,50.5,88,8,26.1,NA,NA,NA,0,9,8.4,7.8,8.5,8.2,7.7,8.8,9.3,7.7,6.5,7.4,7.8,8.3,7.5,8,8.5
"261","13K670","BENJAMIN BANNEKER ACADEMY",185,1391,132,149,1.12878787878788,41.6107382550336,28,47.4,895,0,3,10,2.7,87,8.8,0.4,46.1,53.9,234,92.3,2.6,"Brooklyn",40.6956624130004,-73.9692860769997,0,8.4,6.9,7.4,7.7,7.3,6.1,6.8,7,6.6,5.7,6.6,7.4,7.4,6.2,7,7.3
"262","13K674","CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",20,1353,2.5,NA,NA,NA,21,61.9,335,3.6,15.8,24,7.5,58.2,26.3,4.5,79.4,20.6,NA,NA,NA,"Brooklyn",40.6949444070004,-73.9860353239997,0,8.2,8,7.8,8.2,6.6,6.9,6,7.1,6.4,6,6.9,7.4,7.1,7,6.9,7.6
"263","14K071","JUAN MOREL CAMPOS SECONDARY SCHOOL",102,1085,16,16,1,75,30,76.6,865,24.9,26.7,113,0.2,15.3,80.6,3.4,54.7,45.3,100,40,18,"Brooklyn",40.703577361,-73.9532373119997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","14K322","FOUNDATIONS ACADEMY",NA,NA,42,53,1.26190476190476,NA,21,78.7,141,5.7,28.4,21,1.4,66.7,29.8,1.4,56.7,43.3,60,68.3,3.3,"Brooklyn",40.6970610830004,-73.9466752049997,0,8.4,7.8,7.6,7.7,6,5.7,5.9,6.5,6.9,6.4,7.2,7.7,7.1,6.6,6.9,7.3
"265","14K404","ACADEMY FOR YOUNG WRITERS",68,1125,2.5,NA,NA,NA,23,65.3,400,2.5,12.7,6,0.7,63.5,32.2,3,24.2,75.7,78,76.9,3.8,NA,NA,NA,0,8.2,7.7,7.5,8,7.2,6.9,7,8.1,6.5,6.2,6.4,7.4,7.3,6.9,7,7.8
"266","14K449","BROOKLYN LATIN SCHOOL, THE",72,1740,2.5,NA,NA,NA,23,53.3,468,0.4,1.1,0,36.8,26.7,17.9,14.5,54.9,45.1,51,92.2,0,"Brooklyn",40.7098999600005,-73.9436599349996,0,8.8,7.9,7.6,8.4,8.5,7.2,7.7,8.8,7.5,7,6.9,8.2,8.2,7.4,7.4,8.5
"267","14K454","GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS",41,1189,2.5,NA,NA,NA,24,72.9,392,11.5,15.3,8,2,47.7,46.9,2.6,46.2,53.8,96,54.2,15.6,"Brooklyn",40.7098999600005,-73.9436599349996,0,8.4,8.1,7.8,8.2,7.7,6.8,7.8,8,6.8,6.4,7.1,7.9,7.7,7.1,7.6,8
"268","14K474","PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",144,1114,50,66,1.32,NA,26,84.8,1068,16.1,13,28,0.7,32.6,65.4,1,48.5,51.5,207,64.3,6.3,"Brooklyn",40.7119631130004,-73.9404343669996,0,7.8,7.3,7.2,7.4,7.2,6.6,7,7.5,6.4,5.6,6.4,7.2,7.1,6.5,6.9,7.4
"269","14K477","SCHOOL FOR LEGAL STUDIES",134,1204,24,27,1.125,NA,27,65.6,759,5.7,13,9,0.9,57.7,39.3,1.7,45.8,54.2,146,58.9,16.4,"Brooklyn",40.7119631130004,-73.9404343669996,0,7.2,7,7.1,7.3,7,6.8,7.1,7.6,5.4,5.6,5.7,6.7,6.5,6.5,6.6,7.2
"270","14K478","THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",142,1215,94,129,1.37234042553191,14.7286821705426,29,74.2,976,9.9,13.2,20,3.2,39.3,55.4,1.9,65.7,34.3,161,83.2,3.1,"Brooklyn",40.7119631130004,-73.9404343669996,0,8.5,7.9,7.7,7.9,7.2,6.2,6.7,7.2,6,5.6,6.1,6.9,7.2,6.5,6.9,7.3
"271","14K488","BROOKLYN PREPARATORY HIGH SCHOOL",42,1090,28,46,1.64285714285714,15.2173913043478,23,80.3,400,2.7,18.8,8,1.7,58.7,37.7,1,47.7,52.2,75,78.7,6.7,"Brooklyn",40.7150375510004,-73.9546499589997,0,8.1,7.4,7.5,7.7,6.9,6.1,6.8,7.6,6.4,6.1,6.4,7.3,7.2,6.5,6.9,7.6
"272","14K558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",72,1112,30,48,1.6,NA,25,82.6,500,7,17.6,14,1.4,38.4,57.2,2.2,72.6,27.4,97,82.5,7.2,"Brooklyn",40.7150375510004,-73.9546499589997,0,8.6,8.1,8,8.3,8.4,8.3,8.6,8.9,7.8,6.5,7.6,8.3,8.3,7.7,8.1,8.5
"273","14K561","WILLIAMSBURG PREPARATORY SCHOOL",113,1187,31,41,1.32258064516129,NA,25,81,577,2.8,12.7,4,1.6,25.5,61.5,11.1,51,49,108,86.1,7.4,"Brooklyn",40.7150375510004,-73.9546499589997,0,9.4,9.1,8.8,9.2,8.1,8.3,8,8.5,7.2,6.3,7,7.9,8.2,7.9,7.9,8.6
"274","14K586","LYONS COMMUNITY SCHOOL",31,1103,2.5,NA,NA,NA,21,78.6,527,14.6,22,23,1.1,41.7,54.6,2.1,53.7,46.3,4,NA,NA,"Brooklyn",40.7098999600005,-73.9436599349996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","14K610","AUTOMOTIVE HIGH SCHOOL",94,1093,2.5,NA,NA,NA,26,67.1,723,4.7,30.3,70,1.4,66.1,30.2,1.7,95.6,4.4,233,54.5,14.2,"Brooklyn",40.7226426400004,-73.9525830449996,0,7.4,7.7,7.4,7.5,5.4,4.6,5.3,6.2,5.3,5.6,6.1,6.9,6,6,6.3,6.9
"276","14K632","FRANCES PERKINS ACADEMY",12,1122,2.5,NA,NA,NA,17,86.9,173,9.8,24.9,6,0,64.7,31.2,4,76.9,23.1,NA,NA,NA,"Brooklyn",40.7226426400004,-73.9525830449996,0,9,8.4,8.4,7.9,5.6,4.2,6.2,6.7,7.1,7,7.2,7.4,7.2,6.5,7.2,7.3
"277","14K685","EL PUENTE ACADEMY FOR PEACE AND JUSTICE",28,1035,2.5,NA,NA,NA,22,80.4,218,17,23.4,10,1.8,10.1,87.6,0.5,42.7,57.3,41,68.3,2.4,"Brooklyn",40.7057659310005,-73.9557285719997,0,9.1,7.9,7.9,8.1,8.6,7.8,8.8,8.7,7.8,6.4,7.2,7.7,8.5,7.4,8,8.2
"278","14K923","AUTOMOTIVE HIGH SCHOOL YABC",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","15K429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",52,1111,2.5,NA,NA,NA,25,68.2,354,5.9,25.4,30,2.3,54.5,39,3.4,56.2,43.8,91,52.7,3.3,"Brooklyn",40.6854518060004,-73.9934914649996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","15K448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",76,1179,2.5,NA,NA,NA,23,57.2,692,4.5,29.2,24,4.3,34.2,48.1,12.6,59.1,40.9,76,84.2,3.9,"Brooklyn",40.6798639980005,-74.0014822579997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","15K462","SECONDARY SCHOOL FOR LAW",59,1203,2.5,NA,NA,NA,26,76.1,473,6.3,12.7,30,2.5,62.4,29.6,5.5,44.2,55.8,89,61.8,4.5,"Brooklyn",40.6695981750004,-73.9792555219997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","15K463","SECONDARY SCHOOL FOR JOURNALISM",58,1169,22,22,1,NA,24,77,336,16.7,13.4,24,9.2,42,43.2,5.4,42.3,57.7,94,54.3,7.4,"Brooklyn",40.6695981750004,-73.9792555219997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","15K464","PARK SLOPE COLLEGIATE",72,1175,2.5,NA,NA,NA,27,78,394,9.6,16.5,48,8.6,33.2,51.8,5.3,52.8,47.2,87,58.6,6.9,"Brooklyn",40.6695981750004,-73.9792555219997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","15K497","SCHOOL FOR INTERNATIONAL STUDIES",64,1212,30,34,1.13333333333333,NA,24,68.1,486,14.6,15.2,39,6.2,40.9,38.9,14,50.8,49.2,65,63.1,10.8,"Brooklyn",40.6854518060004,-73.9934914649996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","15K519","COBBLE HILL SCHOOL OF AMERICAN STUDIES",77,1185,25,36,1.44,NA,27,73.4,663,7.5,18.9,62,5.1,71.5,21,2.3,43.9,56.1,142,63.4,14.1,"Brooklyn",40.6845791370004,-73.9910931629997,0,8,7.5,7.4,7.8,6,4.3,5.5,6.4,5.6,5.7,5.7,6.7,6.5,5.8,6.2,7
"286","15K520","PACIFIC HIGH SCHOOL",9,993,2.5,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,12.7,12.7,NA,NA,NA,0,8.3,7.9,7.2,8.5,8.5,5.7,9,9,NA,NA,NA,NA,8.3,6.7,7.9,8.6
"287","15K529","WEST BROOKLYN COMMUNITY HIGH SCHOOL",NA,NA,2.5,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,10.3,9.3,NA,NA,NA,0,9.3,8.7,8.2,8.8,7.9,8.3,8.1,8.3,8.3,7.6,8,8.4,8.5,8.2,8.1,8.5
"288","15K530","METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL",28,1101,14,14,1,NA,22,68.2,186,1.1,17.2,16,0.5,80.6,16.7,0,50,50,84,41.7,14.3,NA,NA,NA,0,8.3,7.4,7.3,7.6,7.2,6.9,6.8,7.7,6.8,6.1,6.5,7.2,7.5,6.8,6.9,7.5
"289","15K656","BROOKLYN HIGH SCHOOL OF THE ARTS",141,1258,2.5,NA,NA,NA,27,59.3,678,0.1,7.2,14,1.8,76.5,19,2.2,33.9,66.1,100,72,2,"Brooklyn",40.6836539900005,-73.9804727509996,0,8.3,7.4,7.4,7.5,7.2,6.4,6.9,7.1,6.6,5.8,6.6,7.5,7.3,6.5,6.9,7.4
"290","15K667","SUNSET PARK HIGH SCHOOL",NA,NA,2.5,NA,NA,NA,27,79.9,988,14.4,22.3,28,4.7,7.8,80.8,6.7,50.7,49.3,NA,NA,NA,"Brooklyn",40.6559528440004,-74.0054973249996,0,8.3,7.9,7.9,8.1,7,7,7.8,8.4,6.4,6.4,6.9,7.3,7.2,7.1,7.5,7.9
"291","15K698","SOUTH BROOKLYN COMMUNITY HIGH SCHOOL",8,1271,2.5,NA,NA,NA,19,74,149,2,6,2,0.7,21.5,72.5,4,45,55,55,12.7,12.7,NA,NA,NA,0,8.9,8.1,7.4,8.4,6.9,7.4,7.4,7.8,7.8,6.9,7.3,8.1,7.9,7.5,7.4,8.1
"292","16K393","FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL",20,1068,2.5,NA,NA,NA,22,71,439,1.4,17.1,7,0.9,83.6,14.1,0.5,48.7,51.3,71,77.5,1.4,"Brooklyn",40.6921337040004,-73.9315031719996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","16K455","BOYS AND GIRLS HIGH SCHOOL",131,1097,22,32,1.45454545454545,NA,27,61.7,1631,2.5,20.5,167,0.5,90,7.8,0.7,61.7,38.3,530,38.9,19.2,"Brooklyn",40.6794330450004,-73.9324317699997,0,7.1,7.3,7.4,7.1,5.9,5.8,6.5,6.7,6.1,6,6.7,7.2,6.4,6.4,6.8,7
"294","16K498","BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY",46,1092,49,80,1.63265306122449,NA,27,74.5,405,4.7,20.7,44,1,72.8,24.9,0,51.6,48.4,NA,NA,NA,"Brooklyn",40.6889255420004,-73.9210840989996,0,8.5,7.3,7.2,7.5,7,7.3,7.5,8,6.4,5.8,6.2,7.1,7.3,6.8,7,7.5
"295","16K594","GOTHAM PROFESSIONAL ARTS ACADEMY",36,1093,2.5,NA,NA,NA,NA,58.6,294,2.4,17.3,10,1,78.6,19.4,0.7,43.2,56.8,3,NA,NA,"Brooklyn",40.6804554730004,-73.9221960919996,0,8.6,9,8.2,9,4.9,5,5.6,6.3,5.8,5.9,6.6,7.5,6,6.2,6.5,7.3
"296","16K688","THE BROOKLYN ACADEMY OF GLOBAL FINANCE",NA,NA,2.5,NA,NA,NA,21,57.4,159,6.3,20.8,19,1.9,74.2,20.8,2.5,51.6,48.4,NA,NA,NA,"Brooklyn",40.6915377650005,-73.9337257819997,0,6,5.8,5.7,6.2,3.9,1.9,3.8,3.6,4.9,5.8,5.4,6.8,4.9,4.5,5,5.6
"297","17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL",59,1139,64,82,1.28125,8.53658536585366,25,57,565,5,10.8,9,0.2,92,6.7,1.1,53.8,46.2,69,84.1,4.3,"Brooklyn",40.6494396750004,-73.9584311979996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
